H,電力需給調整力取引所取引結果,対象年月,商品区分,ブロック数
P,確報値,202301,三次調整力1,8
TT,調達区分,取引情報,北海道,東北,東京,中部,北陸,関西,中国,四国,九州,合計
20230119B06,合計（確報値）,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B06,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,募集量（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,落札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,落札量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20230119B07,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,募集量（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B07,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,システム約定結果,募集量（TSO別）[MW],0,10,0,0,0,0,0,0,0,10
20230119B08,システム約定結果,応札量合計（電源属地別）[MW],0,0,10,0,0,481.5,0,10,0,501.5
20230119B08,システム約定結果,落札量合計（電源属地別）[MW],0,0,10,0,0,0,0,0,0,10
20230119B08,システム約定結果,応札件数（電源属地別）[件],0,0,1,0,0,3,0,1,0,5
20230119B08,システム約定結果,落札件数（電源属地別）[件],0,0,1,0,0,0,0,0,0,1
20230119B08,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,システム約定結果,落札量合計（TSO別）[MW],0,10,0,0,0,0,0,0,0,10
20230119B08,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20230119B08,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230119B08,合計（確報値）,募集量（TSO別）[MW],0,10,0,0,0,0,0,0,0,10
20230119B08,合計（確報値）,応札量合計（電源属地別）[MW],0,0,10,0,0,481.5,0,10,0,501.5
20230119B08,合計（確報値）,約定量合計（電源属地別）[MW],0,0,10,0,0,0,0,0,0,10
20230119B08,合計（確報値）,応札件数（電源属地別）[件],0,0,1,0,0,3,0,1,0,5
20230119B08,合計（確報値）,約定件数（電源属地別）[件],0,0,1,0,0,0,0,0,0,1
20230119B08,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230119B08,合計（確報値）,約定量合計（TSO別）[MW],0,10,0,0,0,0,0,0,0,10
20230119B08,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,募集量（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,落札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,落札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,落札量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20230120B01,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,募集量（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B01,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,システム約定結果,募集量（TSO別）[MW],0,43,0,0,0,0,0,0,0,43
20230120B02,システム約定結果,応札量合計（電源属地別）[MW],0,0,43,288,0,481.5,0,43,0,855.5
20230120B02,システム約定結果,落札量合計（電源属地別）[MW],0,0,43,0,0,0,0,0,0,43
20230120B02,システム約定結果,応札件数（電源属地別）[件],0,0,1,1,0,3,0,1,0,6
20230120B02,システム約定結果,落札件数（電源属地別）[件],0,0,1,0,0,0,0,0,0,1
20230120B02,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,システム約定結果,落札量合計（TSO別）[MW],0,43,0,0,0,0,0,0,0,43
20230120B02,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20230120B02,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,平均約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,最高約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,最低約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,平均約定価格（TSO別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,約定量合計（TSO別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,追加調達結果,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230120B02,合計（確報値）,募集量（TSO別）[MW],0,43,0,0,0,0,0,0,0,43
20230120B02,合計（確報値）,応札量合計（電源属地別）[MW],0,0,43,288,0,481.5,0,43,0,855.5
20230120B02,合計（確報値）,約定量合計（電源属地別）[MW],0,0,43,0,0,0,0,0,0,43
20230120B02,合計（確報値）,応札件数（電源属地別）[件],0,0,1,1,0,3,0,1,0,6
20230120B02,合計（確報値）,約定件数（電源属地別）[件],0,0,1,0,0,0,0,0,0,1
20230120B02,合計（確報値）,最高約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,最低約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,平均約定価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,最高約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,最低約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,平均約定価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B02,合計（確報値）,約定量合計（TSO別）[MW],0,43,0,0,0,0,0,0,0,43
20230120B02,合計（確報値）,（内訳）自エリアからの約定量[MW],0,0,0,0,0,0,0,0,0,0
20230120B03,システム約定結果,募集量（TSO別）[MW],0,505,0,0,0,0,0,0,0,505
20230120B03,システム約定結果,応札量合計（電源属地別）[MW],0,0,505,0,0,481.5,0,75,0,1061.5
20230120B03,システム約定結果,落札量合計（電源属地別）[MW],0,0,505,0,0,0,0,0,0,505
20230120B03,システム約定結果,応札件数（電源属地別）[件],0,0,2,0,0,3,0,1,0,6
20230120B03,システム約定結果,落札件数（電源属地別）[件],0,0,2,0,0,0,0,0,0,2
20230120B03,システム約定結果,最高落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,最低落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,平均落札価格（電源属地別）[円/kW・30分],0,0,1.51,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,最高落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,最低落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,平均落札価格（TSO別）[円/kW・30分],0,1.51,0,0,0,0,0,0,0,1.51
20230120B03,システム約定結果,落札量合計（TSO別）[MW],0,505,0,0,0,0,0,0,0,505
20230120B03,システム約定結果,（内訳）自エリアからの落札量[MW],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,募集量（TSO別）[MW],-,-,-,-,-,-,-,-,-,-
20230120B03,追加調達結果,応札量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,約定量合計（電源属地別）[MW],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,応札件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,約定件数（電源属地別）[件],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,最高約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
20230120B03,追加調達結果,最低約定価格（電源属地別）[円/kW・30分],0,0,0,0,0,0,0,0,0,0
